loss,mae,mape,mse,val_loss,val_mae,val_mape,val_mse
1040.166015625,17.669816970825195,10.091583251953125,1040.166015625,299.5396728515625,12.384038925170898,6.446517467498779,299.5396728515625
227.9798583984375,10.648001670837402,5.763533115386963,227.9798583984375,220.02362060546875,10.56954288482666,5.1325273513793945,220.02362060546875
168.1775360107422,9.122905731201172,4.815654277801514,168.1775360107422,159.02957153320312,8.739015579223633,4.357288837432861,159.02957153320312
137.7196502685547,8.251692771911621,4.333702087402344,137.7196502685547,158.82167053222656,8.701892852783203,4.475571632385254,158.82167053222656
114.04249572753906,7.482146263122559,3.931495189666748,114.04249572753906,207.3477783203125,10.902284622192383,4.650872707366943,207.3477783203125
97.11520385742188,6.86472225189209,3.5641586780548096,97.11520385742188,88.73453521728516,6.415492057800293,3.2300240993499756,88.73453521728516
87.31970977783203,6.493484020233154,3.3798999786376953,87.31970977783203,100.82308959960938,7.087994575500488,3.5327961444854736,100.82308959960938
76.50782775878906,6.090307712554932,3.1281039714813232,76.50782775878906,63.06534194946289,5.271068572998047,2.7550745010375977,63.06534194946289
69.79817962646484,5.7922844886779785,2.9722135066986084,69.79817962646484,56.39695358276367,5.153137683868408,2.704352617263794,56.39695358276367
63.02098083496094,5.516993045806885,2.8731539249420166,63.02098083496094,54.93280792236328,5.0465874671936035,2.5917859077453613,54.93280792236328
57.93798828125,5.287844181060791,2.734666109085083,57.93798828125,70.34992980957031,6.267671585083008,3.2676846981048584,70.34992980957031
54.185543060302734,5.101174354553223,2.6141254901885986,54.185543060302734,43.624549865722656,4.517163276672363,2.352856397628784,43.624549865722656
49.92971420288086,4.908121109008789,2.5321624279022217,49.92971420288086,44.13246536254883,4.592799663543701,2.3743302822113037,44.13246536254883
48.211814880371094,4.807074546813965,2.484072685241699,48.211814880371094,48.464420318603516,4.766124248504639,2.4612274169921875,48.464420318603516
45.324798583984375,4.652263641357422,2.39395809173584,45.324798583984375,48.419002532958984,4.75631856918335,2.282731294631958,48.419002532958984
44.009765625,4.579452991485596,2.371596097946167,44.009765625,56.86015319824219,5.752720832824707,3.0083189010620117,56.86015319824219
41.165340423583984,4.420073986053467,2.280592679977417,41.165340423583984,51.08626937866211,4.942937850952148,2.361837387084961,51.08626937866211
39.994022369384766,4.366497039794922,2.241158962249756,39.994022369384766,37.84099578857422,4.147511005401611,2.1692399978637695,37.84099578857422
37.692718505859375,4.232154846191406,2.2022080421447754,37.692718505859375,47.76667404174805,4.881369590759277,2.4533803462982178,47.76667404174805
37.80653762817383,4.22254753112793,2.1889586448669434,37.80653762817383,38.34004211425781,4.225403308868408,2.1604080200195312,38.34004211425781
35.55445098876953,4.103696346282959,2.11752986907959,35.55445098876953,29.851163864135742,3.6147260665893555,1.85963773727417,29.851163864135742
34.95257568359375,4.059873580932617,2.088970422744751,34.95257568359375,37.946441650390625,4.275559425354004,2.3590872287750244,37.946441650390625
34.14502716064453,4.0233683586120605,2.095583915710449,34.14502716064453,28.3895263671875,3.55557918548584,1.9089365005493164,28.3895263671875
33.86386489868164,4.017911911010742,2.0614633560180664,33.86386489868164,32.558082580566406,3.870656728744507,1.9387798309326172,32.558082580566406
32.39680862426758,3.916588544845581,2.021286964416504,32.39680862426758,36.3015022277832,4.2273712158203125,2.078249931335449,36.3015022277832
32.68891143798828,3.939912796020508,2.029853343963623,32.68891143798828,30.61844825744629,3.7914247512817383,1.9004031419754028,30.61844825744629
30.398916244506836,3.806649684906006,1.9777851104736328,30.398916244506836,29.778423309326172,3.8274405002593994,1.8956739902496338,29.778423309326172
